x,y,label
0.0,0.0,5
9.049815680484315,-8.779407915181928,3
-0.6100348552887738,-3.3261335572615813,5
9.953383682250756,1.9570392533200227,0
4.8332517906346535,-3.062765398324525,3
6.281970175273525,-8.448045282424072,3
4.634007924941363,-6.6649022668842095,3
3.070132881784815,-2.9036217964953543,5
3.8660460135932198,2.41813784941397,0
-1.692293152963698,8.537669807848115,4
-1.528547839193104,2.7019588710641624,4
-3.980478206749776,-0.6663842914590106,5
0.5597216040020552,-7.174329895072942,5
7.800396894465603,-8.44294896633101,3
-4.394421187541015,-9.799087303513929,2
1.2898240319128185,9.362114546099178,4
-9.055841531714727,-4.6211664556507674,2
-8.460167391925095,7.053171817728096,1
-3.678094771909959,8.003829385061788,4
1.4401451596136816,0.0884416780425532,5
6.275178805784943,1.990434602997306,0
0.18035434539772233,-4.630850131033773,5
-5.900580114430634,3.6946615013083637,1
-8.547774008436633,-0.206448486030391,1
9.075976476330354,-3.258334176532287,3
5.913020904220685,-2.5601659569954798,3
7.939883966974641,-6.694763807202384,3
7.927876088024249,-5.316098500788485,3
-4.333095639564071,4.682621728114409,4
-7.640123487182167,7.981166450113658,1
-3.6286062725535873,-5.2144601527568435,2
0.7778749102942122,-6.409326917551182,5
-3.9763612890702245,6.960571632794149,4
6.960484355246287,-2.094062711298516,3
7.496683949283845,4.770699148599514,0
-2.0561797768112093,9.965717176609054,4
4.062772859222342,-5.474904632504178,3
-9.077646636027426,4.3630774108626,1
-1.1461502803380714,3.724886567577739,4
-4.1366815600389355,-2.182513815774625,5
1.1059189146393713,1.6087667633613876,0
1.8010596396916618,-3.4120723230955914,5
-7.362516270540356,3.6453468206611266,1
-9.699882347642042,0.6872648198819942,1
-9.219032115545069,-6.144417654518072,2
-9.193038868287315,-6.9896403676568415,2
-1.9377871537005653,-3.4444918762143706,5
-6.928611118938863,-8.774258800283125,2
3.2572893493578903,3.3142899834346906,0
-0.3274064112852404,-5.1838615982456115,5
9.270742428737972,-5.904400589853509,3
