x,y,label
0.0,0.0,6
-6.418997767269216,6.405688852823754,4
7.1178908468406945,-9.528321994011177,2
7.595899460176462,2.687695176757824,5
1.812217073275093,2.822022269032461,1
-0.6280317487351557,0.7905484248530037,6
-6.680031755912566,-2.4860125218088003,3
-8.742097343586552,-3.134903186575557,3
3.764920359221575,2.882252299483687,1
-4.728335722705726,-1.7903894932541284,6
-0.6554422230569852,-1.9318485176583273,6
2.5941039508244916,-7.671683028719725,2
7.60598712303462,-7.811660855629372,2
8.591170451666315,-5.503399907832547,2
-4.457183722939888,-4.6052355811177925,0
-3.227839532023844,-6.134685835475757,0
-1.9756050614184666,0.45203926385392634,6
-1.2716690596226048,-5.095907748134982,0
4.53060917221732,-8.64421109124526,2
2.2935701486239317,-2.5424993564322946,6
7.747909775329951,1.5121262572253187,5
7.211255857845803,-9.290853331810052,2
2.837831252963582,-5.83362044246559,2
1.640734706657236,8.015607776317449,1
9.499056975503834,3.9908137101230583,5
-9.77532551209412,-6.637625288088042,3
9.376817764804379,5.6311602864843024,5
-1.683726828196928,7.828490216091232,4
-0.5052341127374422,0.14977492861074992,6
-7.029457694926656,-9.068635136479823,0
-4.877643893652904,-6.866164186381585,0
-9.735127197935284,-7.049010221557501,3
0.6541069512158426,4.437690962077509,1
-5.759078045514459,3.905299476753463,4
-8.880452133433936,-2.6799303267382912,3
-1.6914416082160333,8.966853877744352,4
-5.046531540000386,0.8654192131643228,6
-7.457817279476653,-1.4929400131479262,3
-5.3853923500199175,-8.363931343179177,0
-3.2289047930236014,-3.5374072047698952,6
3.255187074956801,-7.089214117149282,2
6.673084937308722,8.020946005094721,5
3.4466801214915996,2.7175169400488457,1
-9.186661794009394,-4.871063644077378,3
4.450653325797553,4.3760055008494465,1
-5.461556068887132,4.479054251040802,4
-9.923617993211613,-0.0803931157361184,3
3.1699177337729605,-5.179965849850257,2
-3.1103295911858897,-1.866567471092706,6
-0.46104000151084534,-9.336025489617377,0
-7.806794373467971,-9.770070090972368,0
