Iteration,Num_Delivery_Locations,Num_Clusters,Cluster_Sizes
1,100,8,"9,18,11,13,12,14,9,14"
2,100,10,"9,13,4,12,8,11,11,8,13,11"
3,100,12,"14,6,11,10,8,9,9,7,6,7,7,6"
4,100,9,"4,9,17,9,13,8,18,13,9"
5,100,8,"9,18,11,13,12,14,9,14"
6,100,10,"9,13,4,12,8,11,11,8,13,11"
7,100,12,"14,6,11,10,8,9,9,7,6,7,7,6"
8,100,9,"4,9,17,9,13,8,18,13,9"
9,100,8,"9,18,11,13,12,14,9,14"
10,100,10,"9,13,4,12,8,11,11,8,13,11"
11,100,12,"14,6,11,10,8,9,9,7,6,7,7,6"
12,100,9,"4,9,17,9,13,8,18,13,9"
13,100,8,"9,18,11,13,12,14,9,14"
14,100,10,"9,13,4,12,8,11,11,8,13,11"
15,100,12,"14,6,11,10,8,9,9,7,6,7,7,6"
16,100,9,"4,9,17,9,13,8,18,13,9"
17,100,8,"9,18,11,13,12,14,9,14"
18,100,10,"9,13,4,12,8,11,11,8,13,11"
19,100,12,"14,6,11,10,8,9,9,7,6,7,7,6"
20,100,9,"4,9,17,9,13,8,18,13,9"
21,100,8,"9,18,11,13,12,14,9,14"
22,100,10,"9,13,4,12,8,11,11,8,13,11"
23,100,12,"14,6,11,10,8,9,9,7,6,7,7,6"
24,100,9,"4,9,17,9,13,8,18,13,9"
25,100,8,"9,18,11,13,12,14,9,14"
26,100,10,"9,13,4,12,8,11,11,8,13,11"
27,100,12,"14,6,11,10,8,9,9,7,6,7,7,6"
28,100,9,"4,9,17,9,13,8,18,13,9"
29,100,8,"9,18,11,13,12,14,9,14"
30,100,10,"9,13,4,12,8,11,11,8,13,11"
31,100,12,"14,6,11,10,8,9,9,7,6,7,7,6"
32,100,9,"4,9,17,9,13,8,18,13,9"
33,100,11,"14,10,11,9,8,9,6,7,11,6,9"
34,100,7,"15,15,17,11,23,9,10"
35,100,7,"16,13,19,12,14,16,10"
36,100,13,"5,7,9,12,6,9,9,8,6,5,14,9,1"
37,100,11,"14,10,11,9,8,9,6,7,11,6,9"
38,100,7,"15,15,17,11,23,9,10"
39,100,7,"16,13,19,12,14,16,10"
40,100,13,"5,7,9,12,6,9,9,8,6,5,14,9,1"
41,100,11,"14,10,11,9,8,9,6,7,11,6,9"
42,100,7,"15,15,17,11,23,9,10"
43,100,7,"16,13,19,12,14,16,10"
44,100,13,"5,7,9,12,6,9,9,8,6,5,14,9,1"
45,100,11,"14,10,11,9,8,9,6,7,11,6,9"
46,100,7,"15,15,17,11,23,9,10"
47,100,7,"16,13,19,12,14,16,10"
48,100,13,"5,7,9,12,6,9,9,8,6,5,14,9,1"
49,100,11,"14,10,11,9,8,9,6,7,11,6,9"
50,100,7,"15,15,17,11,23,9,10"
51,100,7,"16,13,19,12,14,16,10"
52,100,13,"5,7,9,12,6,9,9,8,6,5,14,9,1"
53,100,11,"14,10,11,9,8,9,6,7,11,6,9"
54,100,7,"15,15,17,11,23,9,10"
55,100,7,"16,13,19,12,14,16,10"
56,100,13,"5,7,9,12,6,9,9,8,6,5,14,9,1"
57,100,11,"14,10,11,9,8,9,6,7,11,6,9"
58,100,7,"15,15,17,11,23,9,10"
59,100,7,"16,13,19,12,14,16,10"
60,100,13,"5,7,9,12,6,9,9,8,6,5,14,9,1"
61,100,11,"14,10,11,9,8,9,6,7,11,6,9"
62,100,7,"15,15,17,11,23,9,10"
63,100,7,"16,13,19,12,14,16,10"
64,100,13,"5,7,9,12,6,9,9,8,6,5,14,9,1"
65,100,9,"9,8,12,15,9,10,14,10,13"
66,100,8,"10,12,11,13,14,13,15,12"
67,100,11,"11,12,14,7,7,6,9,13,10,3,8"
68,100,10,"14,14,10,11,6,11,10,4,10,10"
69,100,9,"9,8,12,15,9,10,14,10,13"
70,100,8,"10,12,11,13,14,13,15,12"
71,100,11,"11,12,14,7,7,6,9,13,10,3,8"
72,100,10,"14,14,10,11,6,11,10,4,10,10"
73,100,9,"9,8,12,15,9,10,14,10,13"
74,100,8,"10,12,11,13,14,13,15,12"
75,100,11,"11,12,14,7,7,6,9,13,10,3,8"
76,100,10,"14,14,10,11,6,11,10,4,10,10"
77,100,9,"9,8,12,15,9,10,14,10,13"
78,100,8,"10,12,11,13,14,13,15,12"
79,100,11,"11,12,14,7,7,6,9,13,10,3,8"
80,100,10,"14,14,10,11,6,11,10,4,10,10"
81,100,9,"9,8,12,15,9,10,14,10,13"
82,100,8,"10,12,11,13,14,13,15,12"
83,100,11,"11,12,14,7,7,6,9,13,10,3,8"
84,100,10,"14,14,10,11,6,11,10,4,10,10"
85,100,9,"9,8,12,15,9,10,14,10,13"
86,100,8,"10,12,11,13,14,13,15,12"
87,100,11,"11,12,14,7,7,6,9,13,10,3,8"
88,100,10,"14,14,10,11,6,11,10,4,10,10"
89,100,9,"9,8,12,15,9,10,14,10,13"
90,100,8,"10,12,11,13,14,13,15,12"
91,100,11,"11,12,14,7,7,6,9,13,10,3,8"
92,100,10,"14,14,10,11,6,11,10,4,10,10"
93,100,9,"9,8,12,15,9,10,14,10,13"
94,100,8,"10,12,11,13,14,13,15,12"
95,100,11,"11,12,14,7,7,6,9,13,10,3,8"
96,100,10,"14,14,10,11,6,11,10,4,10,10"
97,100,9,"11,12,11,15,9,9,12,7,14"
98,100,8,"15,17,12,8,16,11,10,11"
99,100,8,"13,13,11,13,16,9,12,13"
100,100,9,"6,18,10,15,8,9,9,10,15"
