Iteration,Num_Delivery_Locations,Num_Clusters,Cluster_Sizes
1,30,6,"4,4,5,4,6,7"
2,30,6,"5,5,7,5,3,5"
3,30,7,"4,5,4,3,6,4,4"
4,30,5,"6,6,6,5,7"
5,30,6,"4,4,5,4,6,7"
6,30,6,"5,5,7,5,3,5"
7,30,7,"4,5,4,3,6,4,4"
8,30,5,"6,6,6,5,7"
9,30,6,"4,4,5,4,6,7"
10,30,6,"5,5,7,5,3,5"
11,30,7,"4,5,4,3,6,4,4"
12,30,5,"6,6,6,5,7"
13,30,6,"4,4,5,4,6,7"
14,30,6,"5,5,7,5,3,5"
15,30,7,"4,5,4,3,6,4,4"
16,30,5,"6,6,6,5,7"
17,30,6,"4,4,5,4,6,7"
18,30,6,"5,5,7,5,3,5"
19,30,7,"4,5,4,3,6,4,4"
20,30,5,"6,6,6,5,7"
21,30,6,"4,4,5,4,6,7"
22,30,6,"5,5,7,5,3,5"
23,30,7,"4,5,4,3,6,4,4"
24,30,5,"6,6,6,5,7"
25,30,6,"4,4,5,4,6,7"
26,30,6,"5,5,7,5,3,5"
27,30,7,"4,5,4,3,6,4,4"
28,30,5,"6,6,6,5,7"
29,30,6,"4,4,5,4,6,7"
30,30,6,"5,5,7,5,3,5"
31,30,7,"4,5,4,3,6,4,4"
32,30,5,"6,6,6,5,7"
33,30,8,"3,7,4,5,4,5,1,1"
34,30,8,"2,3,3,6,4,4,7,1"
35,30,7,"6,6,3,3,6,4,2"
36,30,7,"4,4,3,6,7,4,2"
37,30,8,"3,7,4,5,4,5,1,1"
38,30,8,"2,3,3,6,4,4,7,1"
39,30,7,"6,6,3,3,6,4,2"
40,30,7,"4,4,3,6,7,4,2"
41,30,8,"3,7,4,5,4,5,1,1"
42,30,8,"2,3,3,6,4,4,7,1"
43,30,7,"6,6,3,3,6,4,2"
44,30,7,"4,4,3,6,7,4,2"
45,30,8,"3,7,4,5,4,5,1,1"
46,30,8,"2,3,3,6,4,4,7,1"
47,30,7,"6,6,3,3,6,4,2"
48,30,7,"4,4,3,6,7,4,2"
49,30,8,"3,7,4,5,4,5,1,1"
50,30,8,"2,3,3,6,4,4,7,1"
51,30,7,"6,6,3,3,6,4,2"
52,30,7,"4,4,3,6,7,4,2"
53,30,8,"3,7,4,5,4,5,1,1"
54,30,8,"2,3,3,6,4,4,7,1"
55,30,7,"6,6,3,3,6,4,2"
56,30,7,"4,4,3,6,7,4,2"
57,30,8,"3,7,4,5,4,5,1,1"
58,30,8,"2,3,3,6,4,4,7,1"
59,30,7,"6,6,3,3,6,4,2"
60,30,7,"4,4,3,6,7,4,2"
61,30,8,"3,7,4,5,4,5,1,1"
62,30,8,"2,3,3,6,4,4,7,1"
63,30,7,"6,6,3,3,6,4,2"
64,30,7,"4,4,3,6,7,4,2"
65,30,7,"4,8,3,3,4,5,3"
66,30,8,"4,6,5,4,4,5,1,1"
67,30,6,"4,7,6,2,3,8"
68,30,5,"9,7,6,4,4"
69,30,7,"4,8,3,3,4,5,3"
70,30,8,"4,6,5,4,4,5,1,1"
71,30,6,"4,7,6,2,3,8"
72,30,5,"9,7,6,4,4"
73,30,7,"4,8,3,3,4,5,3"
74,30,8,"4,6,5,4,4,5,1,1"
75,30,6,"4,7,6,2,3,8"
76,30,5,"9,7,6,4,4"
77,30,7,"4,8,3,3,4,5,3"
78,30,8,"4,6,5,4,4,5,1,1"
79,30,6,"4,7,6,2,3,8"
80,30,5,"9,7,6,4,4"
81,30,7,"4,8,3,3,4,5,3"
82,30,8,"4,6,5,4,4,5,1,1"
83,30,6,"4,7,6,2,3,8"
84,30,5,"9,7,6,4,4"
85,30,7,"4,8,3,3,4,5,3"
86,30,8,"4,6,5,4,4,5,1,1"
87,30,6,"4,7,6,2,3,8"
88,30,5,"9,7,6,4,4"
89,30,7,"4,8,3,3,4,5,3"
90,30,8,"4,6,5,4,4,5,1,1"
91,30,6,"4,7,6,2,3,8"
92,30,5,"9,7,6,4,4"
93,30,7,"4,8,3,3,4,5,3"
94,30,8,"4,6,5,4,4,5,1,1"
95,30,6,"4,7,6,2,3,8"
96,30,5,"9,7,6,4,4"
97,30,6,"3,12,4,4,2,5"
98,30,7,"4,4,3,3,7,7,2"
99,30,7,"2,3,4,7,6,3,5"
100,30,5,"6,7,7,4,6"
