Iteration,Num_Delivery_Locations,Num_Clusters,Cluster_Sizes
1,60,7,"9,11,11,9,4,9,7"
2,60,8,"6,9,11,7,8,4,8,7"
3,60,8,"4,6,12,8,2,7,11,10"
4,60,8,"8,9,8,10,9,7,4,5"
5,60,7,"9,11,11,9,4,9,7"
6,60,8,"6,9,11,7,8,4,8,7"
7,60,8,"4,6,12,8,2,7,11,10"
8,60,8,"8,9,8,10,9,7,4,5"
9,60,7,"9,11,11,9,4,9,7"
10,60,8,"6,9,11,7,8,4,8,7"
11,60,8,"4,6,12,8,2,7,11,10"
12,60,8,"8,9,8,10,9,7,4,5"
13,60,7,"9,11,11,9,4,9,7"
14,60,8,"6,9,11,7,8,4,8,7"
15,60,8,"4,6,12,8,2,7,11,10"
16,60,8,"8,9,8,10,9,7,4,5"
17,60,7,"9,11,11,9,4,9,7"
18,60,8,"6,9,11,7,8,4,8,7"
19,60,8,"4,6,12,8,2,7,11,10"
20,60,8,"8,9,8,10,9,7,4,5"
21,60,7,"9,11,11,9,4,9,7"
22,60,8,"6,9,11,7,8,4,8,7"
23,60,8,"4,6,12,8,2,7,11,10"
24,60,8,"8,9,8,10,9,7,4,5"
25,60,7,"9,11,11,9,4,9,7"
26,60,8,"6,9,11,7,8,4,8,7"
27,60,8,"4,6,12,8,2,7,11,10"
28,60,8,"8,9,8,10,9,7,4,5"
29,60,7,"9,11,11,9,4,9,7"
30,60,8,"6,9,11,7,8,4,8,7"
31,60,8,"4,6,12,8,2,7,11,10"
32,60,8,"8,9,8,10,9,7,4,5"
33,60,9,"9,5,12,9,5,6,6,5,3"
34,60,8,"9,8,6,5,10,3,7,12"
35,60,9,"6,12,8,7,7,4,7,5,4"
36,60,7,"10,6,10,8,6,11,9"
37,60,9,"9,5,12,9,5,6,6,5,3"
38,60,8,"9,8,6,5,10,3,7,12"
39,60,9,"6,12,8,7,7,4,7,5,4"
40,60,7,"10,6,10,8,6,11,9"
41,60,9,"9,5,12,9,5,6,6,5,3"
42,60,8,"9,8,6,5,10,3,7,12"
43,60,9,"6,12,8,7,7,4,7,5,4"
44,60,7,"10,6,10,8,6,11,9"
45,60,9,"9,5,12,9,5,6,6,5,3"
46,60,8,"9,8,6,5,10,3,7,12"
47,60,9,"6,12,8,7,7,4,7,5,4"
48,60,7,"10,6,10,8,6,11,9"
49,60,9,"9,5,12,9,5,6,6,5,3"
50,60,8,"9,8,6,5,10,3,7,12"
51,60,9,"6,12,8,7,7,4,7,5,4"
52,60,7,"10,6,10,8,6,11,9"
53,60,9,"9,5,12,9,5,6,6,5,3"
54,60,8,"9,8,6,5,10,3,7,12"
55,60,9,"6,12,8,7,7,4,7,5,4"
56,60,7,"10,6,10,8,6,11,9"
57,60,9,"9,5,12,9,5,6,6,5,3"
58,60,8,"9,8,6,5,10,3,7,12"
59,60,9,"6,12,8,7,7,4,7,5,4"
60,60,7,"10,6,10,8,6,11,9"
61,60,9,"9,5,12,9,5,6,6,5,3"
62,60,8,"9,8,6,5,10,3,7,12"
63,60,9,"6,12,8,7,7,4,7,5,4"
64,60,7,"10,6,10,8,6,11,9"
65,60,10,"4,8,7,6,9,7,5,6,4,4"
66,60,8,"7,13,10,6,4,8,7,5"
67,60,7,"8,7,8,12,8,7,10"
68,60,7,"10,9,8,4,10,11,8"
69,60,10,"4,8,7,6,9,7,5,6,4,4"
70,60,8,"7,13,10,6,4,8,7,5"
71,60,7,"8,7,8,12,8,7,10"
72,60,7,"10,9,8,4,10,11,8"
73,60,10,"4,8,7,6,9,7,5,6,4,4"
74,60,8,"7,13,10,6,4,8,7,5"
75,60,7,"8,7,8,12,8,7,10"
76,60,7,"10,9,8,4,10,11,8"
77,60,10,"4,8,7,6,9,7,5,6,4,4"
78,60,8,"7,13,10,6,4,8,7,5"
79,60,7,"8,7,8,12,8,7,10"
80,60,7,"10,9,8,4,10,11,8"
81,60,10,"4,8,7,6,9,7,5,6,4,4"
82,60,8,"7,13,10,6,4,8,7,5"
83,60,7,"8,7,8,12,8,7,10"
84,60,7,"10,9,8,4,10,11,8"
85,60,10,"4,8,7,6,9,7,5,6,4,4"
86,60,8,"7,13,10,6,4,8,7,5"
87,60,7,"8,7,8,12,8,7,10"
88,60,7,"10,9,8,4,10,11,8"
89,60,10,"4,8,7,6,9,7,5,6,4,4"
90,60,8,"7,13,10,6,4,8,7,5"
91,60,7,"8,7,8,12,8,7,10"
92,60,7,"10,9,8,4,10,11,8"
93,60,10,"4,8,7,6,9,7,5,6,4,4"
94,60,8,"7,13,10,6,4,8,7,5"
95,60,7,"8,7,8,12,8,7,10"
96,60,7,"10,9,8,4,10,11,8"
97,60,8,"6,7,9,9,8,6,7,8"
98,60,8,"6,10,9,8,6,10,7,4"
99,60,9,"6,5,4,9,5,8,10,6,7"
100,60,9,"9,7,8,8,4,9,5,5,5"
