Longitude,Latitude
50.19368494569932,26.224813748421838
50.20705485732018,26.21810058237136
50.18788631998903,26.223115753934696
50.17889279831804,26.220373149296638
50.207716439406674,26.223212732288584
50.2117043985747,26.216862032794076
50.18471914024099,26.21008821380002
50.20557254115367,26.22560434741512
50.19907744384816,26.215831718538954
50.17238813097668,26.215624059612875
50.2104000692934,26.236034229843096
50.2085372966834,26.203786105631448
50.19010089753195,26.226309101001032
50.181722150287946,26.210478566989885
50.21194005369125,26.21262886510864
50.19474152148808,26.229963011749252
50.18503445574487,26.213809791448973
50.19225199154942,26.232804341514704
50.206724864324954,26.219740863855836
50.194272348773296,26.220344656010624
50.17668085570966,26.21293049860062
50.20443717914407,26.220354191371246
50.195989750097084,26.21903032701016
50.19362412073559,26.225377262363008
50.206260412009286,26.228502990923307
50.19998007075335,26.20355294559917
50.21103160339278,26.202162014150737
50.172327281100046,26.212684174200863
50.21033922987743,26.21375062686308
50.179852062163285,26.221736227917233
50.18861406353339,26.224719040867154
50.20751807048731,26.219514344251692
50.20467377455812,26.222486701169924
50.17840071568899,26.21673454889204
50.20673831508733,26.227132388820028
50.20678437625788,26.221647567627723
50.20496067787625,26.207958343930336
50.20221986814165,26.22796705318817
50.20958052329475,26.233282964548746
50.18438215161126,26.215726988423388
50.193598742719075,26.220999021865577
50.19301720862824,26.21032887580263
50.184833468641955,26.22339997678069
50.17461292383838,26.218210283413256
50.20238136439687,26.201720364001584
50.18337527988722,26.229029994455033
50.17523430607668,26.209999905451685
50.18148852081887,26.21326729926612
50.196600501857475,26.235082971669847
50.17646585769314,26.212365225009155
50.18462617422887,26.21667956371984
50.19165058021503,26.208906426206966
50.19293634264744,26.201428208431498
50.19589923920387,26.20252635083166
50.210375677603444,26.22404075968494
50.17753631724759,26.217230992512864
50.201585534811095,26.210856515182453
50.19213866995067,26.222186386288662
50.201548548028406,26.209966109361055
50.209896511858666,26.216868312993615
50.17841901891289,26.222267314886633
50.20610771932,26.211789625204577
50.18105443747368,26.21886448711977
50.20059386873244,26.214643808023542
50.175193140004914,26.216370858785837
50.18919998411856,26.22337693111303
50.17113667452776,26.215562838625445
50.18116294042189,26.225458544248646
50.17782843837922,26.20747152041896
50.20653629704086,26.22272508847804
50.18787482522548,26.225421220213278
50.19130437315373,26.216512661655777
50.20270188624223,26.20401028188061
50.20418431404551,26.231727834890613
50.190743458572406,26.206234153058734
50.1980439156606,26.219103085593677
50.17789983159859,26.219353735971744
50.197253602337085,26.23398143965306
50.205240746509666,26.224409059531485
50.183004014808496,26.218059324371758
50.202607398384444,26.23460630172082
50.20685056225471,26.21689818219468
50.18873876771175,26.219928748130414
50.212179167556535,26.203861851404522
50.179172985054414,26.20876228987083
50.2115253299751,26.235647144140046
50.20997378351233,26.20591116039029
50.18338024109309,26.2020145949079
50.206443243065884,26.228148183181982
50.20170570766054,26.23250575324124
50.19044277192575,26.219517172647617
50.207123915919404,26.211803611767188
50.182743877661714,26.223674897144047
50.206551091060156,26.23397076468802
50.21260152844762,26.202319241897094
50.19715644519577,26.216590493575023
50.186644464930644,26.21964382180564
50.2080066998452,26.22172449503202
50.19189664048606,26.22328380709842
50.19634805908152,26.20626441618584
