Iteration,Total_delivery_times_tsp,Total_delivery_times_cluster,Total_delivery_times_optimize,Total_travel_times_tsp,Total_travel_times_cluster,Total_travel_times_optimize,Total_truck_times_tsp,Total_truck_times_cluster,Total_truck_times_optimize,Total_drone_times_cluster,Total_drone_times_optimize
1,6.673255359434772,4.754126336765909,4.496408304440246,2.423255359434772,4.170793003432576,3.913074971106913,2.423255359434772,1.1810826636862195,0.9992939126412237,2.989710339746356,2.9137810584656894
2,6.806412744586536,5.178929669642488,4.979123830951457,2.5564127445865363,4.595596336309155,4.395790497618124,2.5564127445865363,1.2185563558798345,1.0427354298189773,3.377039980429321,3.353055067799147
3,6.557893649094472,4.713604880571524,4.5735254351474195,2.307893649094473,4.130271547238191,3.9901921018140865,2.307893649094473,1.208030011807125,1.0779908916710825,2.922241535431066,2.912201210143004
4,6.470360183668776,4.631249995726408,4.607919388211906,2.220360183668776,4.131249995726408,4.107919388211906,2.220360183668776,1.0056046498418623,0.9680914163771706,3.125645345884546,3.1398279718347357
5,6.56446011277553,5.1747484084970035,4.9608258376449825,2.3144601127755298,4.6747484084970035,4.4608258376449825,2.3144601127755298,1.241148022959403,1.0901643044551794,3.4336003855376003,3.3706615331898027
6,6.7049726498444,4.836148974879648,4.810093858084202,2.4549726498444007,4.336148974879648,4.310093858084202,2.4549726498444007,1.1752479314780364,1.0860066059838938,3.1609010434016116,3.2240872521003086
7,6.454771727175531,5.0178222788937745,4.943770816022944,2.204771727175532,4.5178222788937745,4.443770816022944,2.204771727175532,1.202201867876634,1.1677564162318872,3.315620411017141,3.276014399791057
8,6.683749505192927,4.785395853653176,4.697308718052975,2.433749505192927,4.035395853653176,3.9473087180529753,2.433749505192927,1.341327513642725,1.2861225668958318,2.694068340010451,2.6611861511571435
9,6.721922332565571,4.9125222404555675,4.6931393963798405,2.4719223325655704,4.2458555737889005,4.0264727297131735,2.4719223325655704,1.4813426963802638,1.3171773167489667,2.7645128774086367,2.7092954129642064
10,6.616196118522092,5.224115331115579,5.049779178333543,2.3661961185220917,4.724115331115579,4.549779178333543,2.3661961185220917,1.2626469194624979,1.1503783901502183,3.4614684116530814,3.3994007881833244
11,6.584641139861819,5.014119117950779,4.879305741838806,2.334641139861819,4.430785784617446,4.295972408505473,2.334641139861819,1.1787157944786035,1.1259724024775208,3.2520699901388426,3.170000006027952
12,6.725812794835617,5.043988200273885,4.911891993672486,2.4758127948356177,4.293988200273885,4.161891993672486,2.4758127948356177,1.4501077232330393,1.33034314439774,2.8438804770408463,2.8315488492747463
13,6.613079591322531,4.519423164302033,4.4824501753256945,2.3630795913225313,3.769423164302033,3.7324501753256945,2.3630795913225313,1.433128945249009,1.3108680915307827,2.3362942190530243,2.421582083794912
14,6.673255359434772,4.754126336765909,4.496408304440246,2.423255359434772,4.170793003432576,3.913074971106913,2.423255359434772,1.1810826636862195,0.9992939126412237,2.989710339746356,2.9137810584656894
15,6.683749505192927,4.785395853653176,4.697308718052975,2.433749505192927,4.035395853653176,3.9473087180529753,2.433749505192927,1.341327513642725,1.2861225668958318,2.694068340010451,2.6611861511571435
16,6.616196118522092,5.224115331115579,5.049779178333543,2.3661961185220917,4.724115331115579,4.549779178333543,2.3661961185220917,1.2626469194624979,1.1503783901502183,3.4614684116530814,3.3994007881833244
17,6.635355597910951,4.7308701253942536,4.529123049396664,2.3853555979109506,4.1475367920609205,3.945789716063331,2.3853555979109506,1.281217595379268,1.0574170721760194,2.866319196681652,2.8883726438873114
18,6.635355597910951,4.7308701253942536,4.529123049396664,2.3853555979109506,4.1475367920609205,3.945789716063331,2.3853555979109506,1.281217595379268,1.0574170721760194,2.866319196681652,2.8883726438873114
19,6.676534654877011,4.7685603388222795,4.629665979119474,2.4265346548770106,4.185227005488946,4.046332645786141,2.4265346548770106,1.3047621775028426,1.129433988550797,2.8804648279861036,2.916898657235344
20,6.757968656822491,4.943017528637446,4.841414690978143,2.5079686568224906,4.359684195304113,4.2580813576448096,2.5079686568224906,1.186908440503049,1.0614608411161128,3.172775754801064,3.1966205165286965
21,6.521057157491589,4.592947590877456,4.512774669807813,2.2710571574915894,4.092947590877456,4.012774669807813,2.2710571574915894,1.0311225487309028,1.046201427104903,3.061825042146553,2.9665732427029097
22,6.676462117597579,5.026309552535218,4.916780140598246,2.4264621175975782,4.442976219201885,4.333446807264913,2.4264621175975782,1.2739962401129357,1.2179151362228418,3.1689799790889497,3.115531671042071
23,6.526199274498582,5.020731380180606,4.854455763070804,2.276199274498582,4.687398046847273,4.521122429737471,2.276199274498582,0.977374167305902,0.9160060755333128,3.710023879541371,3.6051163542041578
24,6.526199274498582,5.020731380180606,4.854455763070804,2.276199274498582,4.687398046847273,4.521122429737471,2.276199274498582,0.977374167305902,0.9160060755333128,3.710023879541371,3.6051163542041578
25,6.483467823741595,4.33875280428405,4.216384169529003,2.2334678237415955,3.5054194709507174,3.3830508361956695,2.2334678237415955,1.489925218022036,1.302801565361769,2.0154942529286815,2.0802492708339004
26,6.541038540379504,4.787986911545426,4.741327619962293,2.291038540379504,4.287986911545426,4.241327619962293,2.291038540379504,1.1086611010339726,1.10014967962954,3.179325810511453,3.141177940332753
27,6.634107775178183,4.775042481706651,4.686723505318049,2.3841077751781827,4.275042481706651,4.186723505318049,2.3841077751781827,1.1036539282794553,1.0969303142361955,3.171388553427195,3.0897931910818537
28,6.547061197350295,4.721517810432698,4.613006574878291,2.2970611973502946,4.054851143766031,3.946339908211624,2.2970611973502946,1.303444654018556,1.1594336576368762,2.7514064897474753,2.786906250574748
29,6.545897875286131,4.893577242868716,4.641548788761367,2.2958978752861308,4.393577242868716,4.141548788761367,2.2958978752861308,1.2747386984853835,1.0772958663518084,3.1188385443833324,3.0642529224095583
30,6.5323396172341255,4.781442491833709,4.576307673626449,2.282339617234126,4.198109158500376,3.9929743402931157,2.282339617234126,1.1930421079501323,1.0656090178811766,3.005067050550244,2.927365322411939
