Iteration,Total_delivery_times_tsp,Total_delivery_times_cluster,Total_delivery_times_optimize,Total_travel_times_tsp,Total_travel_times_cluster,Total_travel_times_optimize,Total_truck_times_tsp,Total_truck_times_cluster,Total_truck_times_optimize,Total_drone_times_cluster,Total_drone_times_optimize
1,6.658314609566781,3.0364637713102294,2.9546020008335905,2.408314609566781,2.4531304379768963,2.3712686675002574,2.408314609566781,1.2310540925661986,1.1622609236376669,1.2220763454106975,1.2090077438625908
2,6.621629732835707,3.435375915794156,3.0582590859091296,2.3716297328357068,2.7687092491274896,2.391592419242463,2.3716297328357068,1.4839428693317178,1.2255870428891178,1.2847663797957716,1.1660053763533453
3,6.767942121260745,3.2436048769568235,2.987235114489648,2.5179421212607447,2.7436048769568235,2.487235114489648,2.5179421212607447,1.28034492621543,1.1165638228425412,1.4632599507413935,1.3706712916471067
4,6.510148329224599,3.1554951617514657,3.0259502119704518,2.260148329224599,2.5721618284181327,2.4426168786371187,2.260148329224599,1.1312100181135005,1.0943779320637206,1.440951810304632,1.348238946573398
5,6.64406675556225,2.762817509518351,2.675387005163961,2.3940667555622497,2.3461508428516846,2.2587203384972945,2.3940667555622497,1.042656106983248,0.9674224822185055,1.3034947358684366,1.291297856278789
6,6.588460015976736,3.0716653343035896,2.930660756866124,2.3384600159767364,2.4883320009702565,2.347327423532791,2.3384600159767364,1.2177436534114774,1.0600620535031715,1.2705883475587794,1.2872653700296197
7,6.64007996903922,2.8346337696216124,2.629240518421156,2.3900799690392196,2.417967102954946,2.2125738517544895,2.3900799690392196,1.1528631243813,0.965194557279172,1.265103978573646,1.2473792944753175
8,6.594949696148058,3.3158313096280527,3.0256536682111204,2.344949696148058,2.649164642961386,2.358987001544454,2.344949696148058,1.3116057075372467,1.0944741570178302,1.3375589354241395,1.2645128445266236
9,6.829448474695624,3.638887560490791,3.5548117221441062,2.5794484746956243,2.805554227157458,2.7214783888107728,2.5794484746956243,1.483557405473572,1.3155518651299343,1.3219968216838862,1.4059265236808385
10,6.552912347638051,3.13595277430493,3.073520246512788,2.3029123476380504,2.552619440971597,2.4901869131794547,2.3029123476380504,1.1311880178100695,1.0920847448829323,1.4214314231615277,1.3981021682965225
11,6.671774867354433,2.9970838985249966,2.961043183355498,2.4217748673544333,2.4137505651916635,2.377709850022165,2.4217748673544333,1.0167417809369583,1.0120330449534392,1.3970087842547052,1.365676805068726
12,6.626576477089511,3.486858906136172,3.284983194716535,2.3765764770895106,2.736858906136172,2.534983194716535,2.3765764770895106,1.4341220206740233,1.2182264382125672,1.3027368854621488,1.316756756503968
