Iteration,Total_delivery_times_tsp,Total_delivery_times_cluster,Total_delivery_times_optimize,Total_travel_times_tsp,Total_travel_times_cluster,Total_travel_times_optimize,Total_truck_times_tsp,Total_truck_times_cluster,Total_truck_times_optimize,Total_drone_times_cluster,Total_drone_times_optimize
1,6.674361990337995,3.766496267955139,3.54534425487404,2.424361990337995,3.183162934621806,2.962010921540707,2.424361990337995,1.2991582436343823,1.167187756342228,1.8840046909874237,1.7948231651984792
2,6.855282157310374,3.858014059854643,3.6229506235669557,2.6052821573103744,3.27468072652131,3.0396172902336227,2.6052821573103744,1.3828598618123873,1.1131736223923538,1.8918208647089227,1.926443667841269
3,6.715365888229499,3.695660215736306,3.4208303127166846,2.465365888229499,3.2789935490696394,3.004163646050018,2.465365888229499,1.2209401448810464,1.0979757406855104,2.058053404188593,1.9061879053645074
4,6.660202667044846,3.5304441829417916,3.4057956885218097,2.4102026670448464,3.0304441829417916,2.9057956885218097,2.4102026670448464,1.0343348631912306,0.9716161855552399,1.9961093197505608,1.9341795029665698
5,6.617626973954691,3.659624455135218,3.4666389464493665,2.3676269739546902,3.159624455135218,2.9666389464493665,2.3676269739546902,1.0747171671888234,0.9823055226894317,2.0849072879463946,1.9843334237599346
6,6.656687700441482,3.965628479566898,3.6240730793418443,2.406687700441482,3.465628479566898,3.1240730793418443,2.406687700441482,1.3071423877443522,1.0362254253980923,2.158486091822546,2.087847653943752
7,6.4644033876717755,3.4690444074456646,3.391383940351376,2.2144033876717755,2.802377740778998,2.7247172736847096,2.2144033876717755,1.3212284388194986,1.1720812843698072,1.4811493019594992,1.5526359893149022
8,6.70634592256612,3.779764577474727,3.548006089291513,2.45634592256612,3.196431244141394,2.96467275595818,2.45634592256612,1.1803542028940683,1.0704994946225526,2.0160770412473252,1.894173261335627
9,6.70205600460604,3.7563218481268184,3.7179539266950714,2.45205600460604,3.1729885147934853,3.1346205933617384,2.45205600460604,1.334914561059573,1.335078830243503,1.8380739537339126,1.7995417631182355
10,6.6363835676153915,3.9042660933868714,3.7029190802358665,2.3863835676153915,3.4042660933868714,3.2029190802358665,2.3863835676153915,1.145665247084833,1.0986085958897827,2.258600846302038,2.104310484346084
